Name;Full Name;Nationality;Age;Height;Current Team;Shirt Number;Apps;Mins;Mins/App;Goals;Goals/App;Assists;Assists/App;Yel;Yel/App;Red;Red/App;Shots per Game;Pass Success Percentage;Aerials Won;Forward;Midfielder;Defender;Goalkeeper
Alieu Fadera;;Gambia;23;182;Como;16;84;4985;59.3452380952381;7;0.0833333333333333;9;0.107142857142857;17;0.202380952380952;0;0;0.8;75.3;0.5;0;1;0;0
Marc Kempf;;Germany;29;186;Como;2;243;20102;82.7242798353909;21;0.0864197530864198;8;0.0329218106995885;33;0.135802469135802;3;0.0123456790123457;0.7;81.2;3.6;0;0;1;0
Patrick Cutrone;;Italy;26;183;Como;10;177;8215;46.4124293785311;35;0.19774011299435;6;0.0338983050847458;9;0.0508474576271187;0;0;1.4;72.8;0.5;1;0;0;0
Alberto Dossena;;Italy;26;195;Como;13;46;3938;85.6086956521739;2;0.0434782608695652;5;0.108695652173913;5;0.108695652173913;0;0;0.7;82;3.5;0;0;1;0
Sergi Roberto;;Spain;32;178;Como;20;319;20048;62.846394984326;15;0.0470219435736677;38;0.119122257053292;44;0.137931034482759;2;0.00626959247648903;0.4;90.3;0.7;0;1;1;0
Máximo Perrone;;Argentina;21;177;Como;32;53;3293;62.1320754716981;2;0.0377358490566038;1;0.0188679245283019;16;0.30188679245283;0;0;0.4;89.7;0.3;0;1;0;0
Luca Mazzitelli;;Italy;28;184;Como;36;90;5210;57.8888888888889;7;0.0777777777777778;4;0.0444444444444444;21;0.233333333333333;1;0.0111111111111111;1.1;77.1;1.2;0;1;0;0
Lucas da Cunha;;France;23;174;Como;33;39;1853;47.5128205128205;3;0.0769230769230769;1;0.0256410256410256;0;0;0;0;1.1;82;0.5;0;1;0;0
Alberto Moreno;;Spain;32;171;Como;18;302;20797;68.864238410596;12;0.0397350993377483;19;0.0629139072847682;57;0.188741721854305;4;0.0132450331125828;0.7;83.5;0.5;0;1;1;0
Pepe Reina;;Spain;42;188;Como;25;440;38986;88.6045454545455;0;0;3;0.00681818181818182;23;0.0522727272727273;4;0.00909090909090909;0;71.4;0.2;0;0;0;1
Andrea Belotti;;Italy;30;181;Como;11;378;25374;67.1269841269841;122;0.322751322751323;33;0.0873015873015873;33;0.0873015873015873;0;0;2.3;71.2;2.2;1;0;0;0
Alessio Iovine;;Italy;33;174;Como;6;4;227;56.75;0;0;0;0;1;0.25;0;0;0;76.5;0.5;0;1;0;0
Federico Barba;;Italy;31;185;Como;93;112;8961;80.0089285714286;3;0.0267857142857143;4;0.0357142857142857;24;0.214285714285714;2;0.0178571428571429;0.3;81.8;1.5;0;0;1;0
Edoardo Goldaniga;;Italy;31;193;Como;5;159;12386;77.8993710691824;7;0.0440251572327044;3;0.0188679245283019;46;0.289308176100629;3;0.0188679245283019;0.4;76;1.6;0;0;1;0
Daniele Baselli;;Italy;32;182;Como;8;237;14370;60.6329113924051;20;0.0843881856540084;18;0.0759493670886076;42;0.177215189873418;1;0.00421940928270042;0.9;81.3;0.5;0;1;0;0
Yannik Engelhardt;;Germany;23;184;Como;26;36;2802;77.8333333333333;3;0.0833333333333333;2;0.0555555555555556;10;0.277777777777778;0;0;0.4;87.4;1.3;0;1;0;0
Marco Sala;;Italy;25;182;Como;3;5;127;25.4;0;0;0;0;1;0.2;0;0;0;76.9;0.2;0;0;1;0
Ali Jasim;Ali Jasim El Aibi Al Tameemi;;20;178;Como;14;2;9;4.5;0;0;0;0;0;0;0;0;0;87.5;0.5;0;1;0;0
Oliver Abildgaard;;Denmark;28;192;Pisa;28;69;5211;75.5217391304348;1;0.0144927536231884;1;0.0144927536231884;15;0.217391304347826;2;0.0289855072463768;0.9;77.6;3.8;0;1;0;0
Simone Verdi;;Italy;32;171;Como;90;224;12520;55.8928571428571;33;0.147321428571429;28;0.125;27;0.120535714285714;0;0;1.7;78.5;0.2;1;1;0;0
Emil Audero;;Italy;27;190;Como;1;176;15770;89.6022727272727;0;0;1;0.00568181818181818;8;0.0454545454545455;0;0;0;66.7;0.3;0;0;0;1
Alessandro Gabrielloni;;Italy;30;178;Como;9;7;77;11;0;0;0;0;0;0;0;0;0.3;66.7;0.1;1;0;0;0
Alberto Cerri;;Italy;28;194;Como;17;89;3032;34.0674157303371;6;0.0674157303370787;0;0;9;0.101123595505618;0;0;1;61.7;2.3;1;0;0;0
Matthias Braunöder;;Austria;22;173;Como;27;6;261;43.5;0;0;0;0;1;0.166666666666667;1;0.166666666666667;0.3;87.3;0.2;0;1;0;0
Leif Davis;;England;24;182;Ipswich;3;119;9120;76.6386554621849;6;0.0504201680672269;35;0.294117647058824;11;0.092436974789916;0;0;0.7;76.4;1.4;0;1;1;0
Dara O'Shea;;Ireland;25;188;Ipswich;26;159;13425;84.433962264151;12;0.0754716981132075;6;0.0377358490566038;22;0.138364779874214;1;0.00628930817610063;0.6;75.6;3.8;0;0;1;0
Cameron Burgess;;Australia;29;194;Ipswich;15;150;12834;85.56;7;0.0466666666666667;6;0.04;19;0.126666666666667;2;0.0133333333333333;0.5;71.7;4.7;0;0;1;0
Liam Delap;;England;21;186;Ipswich;19;84;5006;59.5952380952381;18;0.214285714285714;3;0.0357142857142857;18;0.214285714285714;0;0;1.5;60.6;0.8;1;1;0;0
Sam Morsy;Samy Sayed Mekawy Said Morsy;Egypt;33;175;Ipswich;5;278;23819;85.6798561151079;17;0.0611510791366907;29;0.10431654676259;87;0.31294964028777;3;0.0107913669064748;1;82.8;0.9;0;1;0;0
Arijanet Muric;;Kosovo;26;198;Ipswich;1;132;11796;89.3636363636364;0;0;0;0;10;0.0757575757575758;1;0.00757575757575758;0;73.7;0.4;0;0;0;1
Jacob Greaves;;England;24;185;Ipswich;24;210;18404;87.6380952380952;6;0.0285714285714286;7;0.0333333333333333;38;0.180952380952381;0;0;0.5;80.8;3.6;0;0;1;0
Axel Tuanzebe;;England;26;186;Ipswich;40;106;7278;68.6603773584906;0;0;2;0.0188679245283019;13;0.122641509433962;0;0;0.2;85.5;1.9;0;0;1;0
Ben Johnson;;England;24;175;Ipswich;18;94;5561;59.1595744680851;2;0.0212765957446809;2;0.0212765957446809;4;0.0425531914893617;0;0;0.2;75.5;0.7;0;1;1;0
Omari Hutchinson;;England;21;174;Ipswich;20;60;3353;55.8833333333333;11;0.183333333333333;6;0.1;8;0.133333333333333;0;0;1.5;78.2;0.3;0;1;0;0
Sam Szmodics;;England;29;168;Ipswich;23;181;13169;72.7569060773481;59;0.325966850828729;15;0.0828729281767956;25;0.138121546961326;0;0;2.1;79.1;0.2;1;1;0;0
Jack Clarke;;England;23;181;Ipswich;47;167;10951;65.5748502994012;28;0.167664670658683;24;0.143712574850299;23;0.137724550898204;0;0;1.5;76.9;0.4;0;1;0;0
Chiedozie Ogbene;;Ireland;27;181;Ipswich;21;156;10815;69.3269230769231;18;0.115384615384615;10;0.0641025641025641;7;0.0448717948717949;0;0;1.1;73.2;1;1;1;0;0
Christian Walton;;England;29;195;Ipswich;28;167;14964;89.6047904191617;0;0;1;0.00598802395209581;10;0.0598802395209581;0;0;0;55.8;0.3;0;0;0;1
George Hirst;;England;25;191;Ipswich;27;144;6680;46.3888888888889;27;0.1875;14;0.0972222222222222;12;0.0833333333333333;0;0;1.4;58;1.8;1;0;0;0
Jens Cajuste;;;25;188;Ipswich;12;97;4228;43.5876288659794;5;0.0515463917525773;4;0.0412371134020619;19;0.195876288659794;1;0.0103092783505155;0.6;81.1;0.4;0;1;0;0
Kalvin Phillips;;England;28;178;Ipswich;8;282;20146;71.4397163120567;15;0.0531914893617021;15;0.0531914893617021;59;0.209219858156028;6;0.0212765957446809;0.7;80.9;1.4;0;1;1;0
Luke Woolfenden;;;26;193;Ipswich;6;148;12947;87.4797297297297;4;0.027027027027027;2;0.0135135135135135;23;0.155405405405405;0;0;0.3;84.2;2.1;0;0;1;0
Conor Chaplin;;England;27;168;Ipswich;10;219;14845;67.7853881278539;64;0.292237442922374;24;0.10958904109589;23;0.105022831050228;0;0;2.4;72.5;0.5;1;1;0;0
Jack Taylor;;England;26;185;Ipswich;14;163;11249;69.0122699386503;20;0.122699386503067;12;0.0736196319018405;28;0.171779141104294;0;0;1.4;79.8;1;0;1;0;0
Massimo Luongo;;Australia;32;176;Ipswich;25;277;21564;77.8483754512635;19;0.0685920577617329;20;0.072202166064982;62;0.223826714801444;2;0.0072202166064982;1.1;75.4;1.9;0;1;0;0
Wes Burns;;Wales;29;173;Ipswich;7;209;15231;72.8755980861244;34;0.162679425837321;28;0.133971291866029;35;0.167464114832536;0;0;1.2;72.6;1.3;0;1;1;0
Conor Townsend;;England;31;183;Ipswich;22;201;16270;80.9452736318408;3;0.0149253731343284;14;0.0696517412935323;13;0.0646766169154229;0;0;0.5;75.9;1.9;0;1;1;0
Ali Al-Hamadi;Ali Ibrahim Karim Al-Hamadi;Iraq;22;183;Ipswich;16;73;4187;57.3561643835616;29;0.397260273972603;7;0.0958904109589041;12;0.164383561643836;0;0;2.2;65.5;1.4;1;0;0;0
George Edmundson;;England;27;190;Middlesbrough;4;88;7516;85.4090909090909;7;0.0795454545454545;4;0.0454545454545455;18;0.204545454545455;0;0;0.5;81.2;2.9;0;0;1;0
Marcus Harness;;England;28;182;Derby;11;215;12536;58.306976744186;35;0.162790697674419;26;0.12093023255814;24;0.111627906976744;1;0.00465116279069767;1.1;69.9;0.8;1;1;0;0
Harry Clarke;;England;23;180;Ipswich;2;133;9536;71.6992481203008;7;0.0526315789473684;6;0.0451127819548872;24;0.180451127819549;3;0.0225563909774436;0.6;73.6;2.3;0;1;1;0
Yahia Fofana;;Ivory Coast;24;194;Angers;30;29;2671;92.1034482758621;0;0;0;0;5;0.172413793103448;0;0;0;62.7;0.3;0;0;0;1
Farid El Melali;;Algeria;27;168;Angers;28;72;2554;35.4722222222222;5;0.0694444444444445;2;0.0277777777777778;4;0.0555555555555556;0;0;0.8;76.2;0.2;0;1;1;0
Himad Abdelli;;France;24;185;Angers;10;41;3115;75.9756097560976;5;0.121951219512195;3;0.0731707317073171;4;0.0975609756097561;0;0;1;84.8;0.6;1;1;0;0
Jean-Eudes Aholou;;Ivory Coast;30;186;Angers;6;164;10409;63.469512195122;14;0.0853658536585366;6;0.0365853658536585;26;0.158536585365854;2;0.0121951219512195;1;82.8;1.1;0;1;0;0
Florent Hanin;;France;34;177;Angers;26;120;10212;85.1;2;0.0166666666666667;11;0.0916666666666667;12;0.1;1;0.00833333333333333;0.3;76.9;1.2;0;1;1;0
Emmanuel Biumla;;;19;185;Angers;24;9;732;81.3333333333333;1;0.111111111111111;0;0;0;0;0;0;0.3;87.4;1.1;0;0;1;0
Jordan Lefort;;France;31;184;Angers;21;55;4389;79.8;0;0;5;0.0909090909090909;8;0.145454545454545;1;0.0181818181818182;0.3;74.7;2;0;0;1;0
Carlens Arcus;;Haiti;28;180;Angers;2;71;5535;77.9577464788732;1;0.0140845070422535;7;0.0985915492957746;7;0.0985915492957746;2;0.028169014084507;0.5;82.6;1.1;0;0;1;0
Zinedine Ferhat;;Algeria;31;183;Angers;20;88;6469;73.5113636363636;11;0.125;16;0.181818181818182;6;0.0681818181818182;0;0;1.4;73.1;1.9;0;1;0;0
Ibrahima Niane;;Senegal;25;187;Angers;7;111;5649;50.8918918918919;18;0.162162162162162;2;0.018018018018018;7;0.0630630630630631;1;0.00900900900900901;1.6;73.5;1.5;1;1;0;0
Cédric Hountondji;;France;30;194;Angers;22;81;6792;83.8518518518519;2;0.0246913580246914;0;0;9;0.111111111111111;0;0;0.3;84.4;1.7;0;0;1;0
Bamba Dieng;;Senegal;24;178;Angers;99;93;3389;36.4408602150538;20;0.21505376344086;2;0.021505376344086;7;0.0752688172043011;1;0.010752688172043;1.3;76;0.7;1;1;0;0
Yassin Belkhdim;;France;22;175;Angers;14;11;470;42.7272727272727;0;0;0;0;2;0.181818181818182;0;0;0.4;86.1;0.2;0;1;0;0
Abdoulaye Bamba;;Ivory Coast;34;182;Angers;25;138;10698;77.5217391304348;0;0;6;0.0434782608695652;22;0.159420289855072;0;0;0.2;77.8;0.8;0;1;1;0
Jim Allevinah;;Gabon;29;172;Angers;18;107;6378;59.607476635514;6;0.0560747663551402;6;0.0560747663551402;6;0.0560747663551402;0;0;1.2;81.9;0.5;0;1;0;0
Lilian Raolisoa;;France;24;178;Angers;27;14;287;20.5;1;0.0714285714285714;1;0.0714285714285714;0;0;1;0.0714285714285714;0.3;84.9;0.4;0;0;1;0
Haris Belkebla;;Algeria;30;177;Angers;93;135;10148;75.1703703703704;2;0.0148148148148148;0;0;16;0.118518518518519;1;0.00740740740740741;0.2;86;0.6;0;1;0;0
Esteban Lepaul;;France;24;177;Angers;19;7;147;21;1;0.142857142857143;0;0;0;0;0;0;0.4;75;0.3;1;0;0;0
Jacques Ekomié;;France;21;179;Angers;3;5;230;46;0;0;0;0;0;0;0;0;0.2;75;0.6;0;0;1;0
Lois Diony;;France;31;183;Angers;9;153;8720;56.9934640522876;24;0.156862745098039;11;0.0718954248366013;10;0.065359477124183;1;0.0065359477124183;1.2;66.9;1.2;1;1;0;0
Sidiki Chérif;;France;17;185;Angers;11;5;282;56.4;0;0;0;0;0;0;0;0;0.8;54.2;0.6;1;0;0;0
Zinédine Ould Khaled;;France;24;195;Angers;12;10;199;19.9;0;0;0;0;2;0.2;0;0;0.1;93.4;0.4;0;0;1;0
Gabriel Silva;Gabriel Silva Vieira;Brazil;22;175;Santa Clara;11;61;3685;60.4098360655738;8;0.131147540983607;4;0.0655737704918033;8;0.131147540983607;0;0;1.9;68;0.5;1;1;0;0
Sidney Lima;Sidney Alexssander Pena de Lima;Brazil;27;182;Santa Clara;23;11;990;90;1;0.0909090909090909;1;0.0909090909090909;5;0.454545454545455;0;0;0.9;78.7;2.5;0;0;1;0
MT;Matheus Nunes Fagundes de Araújo;;23;185;Santa Clara;32;31;2126;68.5806451612903;0;0;1;0.032258064516129;5;0.161290322580645;0;0;0.6;74.5;1.4;0;1;1;0
Pedro Ferreira;Pedro Miguel Dinis Ferreira;Portugal;26;183;Santa Clara;8;11;793;72.0909090909091;0;0;1;0.0909090909090909;3;0.272727272727273;0;0;0.7;74.8;0.5;0;1;0;0
Alisson Safira;Alisson Pelegrini Safira;Brazil;29;185;Santa Clara;9;71;3235;45.5633802816901;15;0.211267605633803;4;0.0563380281690141;22;0.309859154929577;0;0;1;64.6;2.7;1;0;0;0
Vinícius Lopes;Vinícius Lopes da Silva;;25;180;Santa Clara;70;59;3628;61.4915254237288;11;0.186440677966102;4;0.0677966101694915;8;0.135593220338983;0;0;1.4;75.5;0.7;1;1;0;0
Frederico Venâncio;Frederico André Ferrão Venâncio;Portugal;31;186;Santa Clara;21;86;7428;86.3720930232558;4;0.0465116279069767;1;0.0116279069767442;13;0.151162790697674;0;0;0.5;79.8;2.3;0;0;1;0
Matheus Pereira;Matheus Pereira de Souza;Brazil;23;172;Santa Clara;3;57;3170;55.6140350877193;4;0.0701754385964912;7;0.12280701754386;18;0.315789473684211;0;0;0.4;71.4;0.4;0;1;1;0
Luís Rocha;Luís Carlos da Rocha Rodrigues;Portugal;38;186;Santa Clara;13;52;4366;83.9615384615385;5;0.0961538461538462;0;0;13;0.25;1;0.0192307692307692;0.5;70.3;2.3;0;0;1;0
Gustavo Klismahn;Gustavo Klismahn Dimaraes Miranda;;24;179;Santa Clara;77;23;991;43.0869565217391;0;0;1;0.0434782608695652;6;0.260869565217391;0;0;0.5;80.8;0.5;0;1;0;0
Gabriel Batista;Gabriel Batista de Souza;Brazil;26;190;Santa Clara;1;46;4051;88.0652173913043;0;0;0;0;3;0.0652173913043478;0;0;0;62.1;0.2;0;0;0;1
Ricardinho;Ricardo Jorge Oliveira António;;26;178;Santa Clara;10;68;4313;63.4264705882353;8;0.117647058823529;5;0.0735294117647059;11;0.161764705882353;1;0.0147058823529412;1;76.8;0.2;0;1;0;0
Diogo Calila;Diogo dos Santos Cabral;Portugal;26;180;Santa Clara;2;87;4802;55.1954022988506;1;0.0114942528735632;3;0.0344827586206897;20;0.229885057471264;1;0.0114942528735632;0.3;77.4;0.5;0;1;1;0
Lucas Soares;Lucas Soares de Almeida;Brazil;26;174;Santa Clara;42;37;2635;71.2162162162162;1;0.027027027027027;2;0.0540540540540541;6;0.162162162162162;1;0.027027027027027;0.9;73.8;0.7;0;1;0;0
Serginho;Sérgio Miguel Lobo Araújo;;24;181;Santa Clara;35;7;157;22.4285714285714;0;0;0;0;1;0.142857142857143;0;0;0.3;81.1;0.6;0;1;0;0
Adriano Firmino;Adriano Firmino dos Santos da Silva;;25;186;Santa Clara;6;41;2956;72.0975609756098;1;0.024390243902439;2;0.0487804878048781;10;0.24390243902439;1;0.024390243902439;0.2;82.4;0.4;0;1;0;0
João Costa;João Pedro Augusto Mourão Costa;Portugal;24;185;Santa Clara;17;8;121;15.125;1;0.125;0;0;0;0;0;0;0.5;68.6;0.4;1;0;0;0
Guilherme Ramos;Guilherme Magro Pires Ramos;Portugal;27;191;Santa Clara;13;61;4206;68.9508196721312;2;0.0327868852459016;0;0;13;0.213114754098361;2;0.0327868852459016;0.5;77.6;2.9;0;0;1;0
Bruno Almeida;Bruno Filipe Pereira Soares Almeida;Portugal;28;172;Santa Clara;19;25;1326;53.04;1;0.04;3;0.12;2;0.08;1;0.04;1.3;68.9;0.1;0;1;0;0
Alysson;Alysson Cristian Oliveira Silva;;22;183;Santa Clara;14;2;164;82;0;0;0;0;0;0;0;0;0;91.1;0;0;0;1;0
Tiago Esgaio;Tiago Alexandre de Sousa Esgaio;Portugal;29;175;Arouca;28;145;11510;79.3793103448276;5;0.0344827586206897;9;0.0620689655172414;33;0.227586206896552;0;0;0.5;72.7;1.9;0;1;1;0
Cristo González;;Spain;27;179;Al-Sadd;23;37;3018;81.5675675675676;15;0.405405405405405;10;0.27027027027027;4;0.108108108108108;0;0;3.5;76.1;0.3;1;1;0;0
Ivo Rodrigues;Ivo Tiago dos Santos Rodrigues;Portugal;29;180;Arouca;7;103;7490;72.7184466019418;9;0.087378640776699;17;0.16504854368932;28;0.271844660194175;2;0.0194174757281553;1.5;77.4;0.8;0;1;0;0
David Simão;David Martins Simão;Portugal;34;183;Arouca;5;150;11422;76.1466666666667;4;0.0266666666666667;19;0.126666666666667;46;0.306666666666667;2;0.0133333333333333;0.6;82.7;0.5;0;1;0;0
Amadou Dante;;Mali;24;178;Arouca;27;24;1884;78.5;0;0;1;0.0416666666666667;2;0.0833333333333333;0;0;0.5;73.1;0.4;0;0;1;0
Morlaye Sylla;;Guinea;26;170;Arouca;2;79;5719;72.3924050632911;8;0.10126582278481;9;0.113924050632911;13;0.164556962025316;0;0;1.3;81.9;0.5;0;1;0;0
Taichi Fukui;;Japan;20;172;Arouca;21;22;1464;66.5454545454546;1;0.0454545454545455;1;0.0454545454545455;1;0.0454545454545455;0;0;0.7;81.4;0.5;0;1;0;0
Chico Lamba;Chico Faria Camará Lamba;Portugal;21;189;Arouca;73;6;433;72.1666666666667;0;0;0;0;2;0.333333333333333;0;0;0.2;92.7;0.7;0;0;1;0
Nico Mantl;;Germany;24;193;Arouca;58;11;990;90;0;0;0;0;2;0.181818181818182;0;0;0;77.8;0.1;0;0;0;1
Boris Popovic;;Serbia;24;189;Arouca;5;120;9162;76.35;6;0.05;6;0.05;13;0.108333333333333;2;0.0166666666666667;0.6;65.2;2.9;0;0;1;0
Alfonso Trezza;;Uruguay;25;166;Arouca;19;35;1448;41.3714285714286;1;0.0285714285714286;1;0.0285714285714286;7;0.2;0;0;0.6;73.2;0.1;0;1;0;0
Quaresma;Mateus Quaresma Correia;;28;181;Arouca;6;72;5567;77.3194444444444;1;0.0138888888888889;2;0.0277777777777778;14;0.194444444444444;1;0.0138888888888889;0.6;78.6;0.8;0;0;1;0
Henrique Araújo;Henrique Pereira Araújo;Portugal;22;182;Arouca;39;47;1587;33.7659574468085;6;0.127659574468085;1;0.0212765957446809;3;0.0638297872340426;0;0;0.8;78.1;0.7;1;0;0;0
Jason;David Remeseiro Salgueiro;Spain;30;178;Arouca;10;165;10074;61.0545454545455;11;0.0666666666666667;17;0.103030303030303;28;0.16969696969697;1;0.00606060606060606;1.2;69.1;0.6;0;1;0;0
José Fontán;;Spain;24;183;Arouca;3;52;2738;52.6538461538462;1;0.0192307692307692;3;0.0576923076923077;12;0.230769230769231;1;0.0192307692307692;0.3;81.9;0.7;0;0;1;0
Pedro Santos;Pedro Carvalho Santos;Portugal;24;183;Arouca;89;41;1759;42.9024390243903;1;0.024390243902439;0;0;9;0.219512195121951;0;0;0.3;89.1;0.1;0;1;0;0
Nino Galovic;;Croatia;32;184;Arouca;44;53;4028;76;0;0;2;0.0377358490566038;9;0.169811320754717;0;0;0.2;89.3;1.3;0;0;1;0
Güven Yalçin;;Turkey;25;184;Arouca;;129;5785;44.8449612403101;27;0.209302325581395;10;0.0775193798449612;13;0.10077519379845;1;0.00775193798449612;1.5;74.1;0.5;1;1;0;0
Weverson;Weverson Moreira da Costa;Brazil;24;185;Arouca;26;69;3882;56.2608695652174;1;0.0144927536231884;1;0.0144927536231884;9;0.130434782608696;1;0.0144927536231884;0.3;76.9;0.9;0;0;1;0
Miguel Puche;;Spain;23;180;Arouca;11;28;311;11.1071428571429;0;0;0;0;0;0;0;0;0.5;80.7;0.3;1;0;0;0
Matías Rocha;;Uruguay;23;183;Arouca;4;14;822;58.7142857142857;1;0.0714285714285714;0;0;1;0.0714285714285714;2;0.142857142857143;0.3;90.3;1.2;0;0;1;0
Alex Pinto;Carlos Alexandre Reis Pinto;Portugal;26;187;Arouca;78;45;3285;73;0;0;1;0.0222222222222222;8;0.177777777777778;1;0.0222222222222222;0.2;71.3;1.6;0;0;1;0
Vladislav Morozov;;Belarus;24;188;Arouca;9;10;239;23.9;0;0;0;0;0;0;0;0;0.4;55.8;0.5;1;0;0;0
Mamadou Loum;;Senegal;27;193;Arouca;31;99;6606;66.7272727272727;7;0.0707070707070707;1;0.0101010101010101;29;0.292929292929293;1;0.0101010101010101;0.9;75.4;2.4;0;1;0;0
Pablo Gozálbez;;Spain;23;170;Arouca;22;9;174;19.3333333333333;0;0;0;0;0;0;0;0;0.1;56.3;0.1;0;1;0;0
Carlos Vicente;;Spain;25;179;Deportivo Alaves;7;30;2178;72.6;4;0.133333333333333;4;0.133333333333333;2;0.0666666666666667;0;0;1;68;1.1;0;1;0;0
Adrián Pica;Adrián Hernández Hernández;;22;190;Deportivo Alaves;36;6;402;67;0;0;0;0;1;0.166666666666667;0;0;0.5;80.1;2.2;0;0;1;0
Nahuel Tenaglia;;Argentina;28;180;Deportivo Alaves;14;112;8251;73.6696428571429;7;0.0625;3;0.0267857142857143;25;0.223214285714286;0;0;0.6;72.4;1.5;0;0;1;0
Carlos Benavídez;;Uruguay;26;185;Deportivo Alaves;23;47;1969;41.8936170212766;6;0.127659574468085;2;0.0425531914893617;10;0.212765957446809;0;0;0.6;71.4;1;0;1;0;0
Kike García;;Spain;34;186;Deportivo Alaves;17;330;18453;55.9181818181818;62;0.187878787878788;12;0.0363636363636364;33;0.1;2;0.00606060606060606;1.8;70.3;2.4;1;0;0;0
Abdel Abqar;;Morocco;25;188;Deportivo Alaves;5;39;3268;83.7948717948718;0;0;1;0.0256410256410256;16;0.41025641025641;0;0;0.4;73.1;1.3;0;0;1;0
Tomás Conechny;;Argentina;26;170;Deportivo Alaves;10;74;2953;39.9054054054054;8;0.108108108108108;5;0.0675675675675676;7;0.0945945945945946;0;0;1.1;69.8;1.4;1;1;0;0
Antonio Blanco;;Spain;24;176;Deportivo Alaves;8;54;3620;67.037037037037;0;0;2;0.037037037037037;6;0.111111111111111;1;0.0185185185185185;0.6;80.9;0.6;0;1;0;0
Santiago Mouriño;;Uruguay;22;186;Deportivo Alaves;12;6;275;45.8333333333333;0;0;0;0;1;0.166666666666667;0;0;0.2;79.3;0.8;0;0;1;0
Aleksandar Sedlar;;Serbia;32;178;Deportivo Alaves;4;38;2573;67.7105263157895;1;0.0263157894736842;0;0;9;0.236842105263158;3;0.0789473684210526;0.2;82.7;1.3;0;0;1;0
Ander Guevara;;Spain;27;180;Deportivo Alaves;6;133;8857;66.593984962406;3;0.0225563909774436;2;0.0150375939849624;23;0.172932330827068;0;0;0.3;81.9;1.1;0;1;0;0
Joan Jordán;;Spain;30;184;Deportivo Alaves;24;267;17978;67.3333333333333;16;0.0599250936329588;20;0.0749063670411985;56;0.209737827715356;3;0.0112359550561798;0.9;86.7;0.7;0;1;0;0
Stoichkov;Juan Diego Molina Martínez;;31;178;Deportivo Alaves;19;11;569;51.7272727272727;0;0;1;0.0909090909090909;1;0.0909090909090909;0;0;1.4;63.2;0.5;1;0;0;0
Antonio Sivera;;Spain;28;184;Deportivo Alaves;1;63;5541;87.952380952381;0;0;0;0;9;0.142857142857143;0;0;0;54.7;0.2;0;0;0;1
Jon Guridi;;Spain;29;179;Deportivo Alaves;18;79;4565;57.7848101265823;5;0.0632911392405063;5;0.0632911392405063;7;0.0886075949367089;0;0;0.7;79.3;0.9;0;1;0;0
Hugo Novoa;;Spain;21;182;Deportivo Alaves;16;27;763;28.2592592592593;2;0.0740740740740741;0;0;0;0;1;0.037037037037037;0.3;73.4;0.3;1;0;0;0
Carlos Martín;;Spain;22;180;Deportivo Alaves;15;12;320;26.6666666666667;1;0.0833333333333333;0;0;3;0.25;0;0;0.6;61.2;0.3;1;0;0;0
Manu Sánchez;;Spain;24;171;Deportivo Alaves;3;124;8446;68.1129032258065;1;0.00806451612903226;15;0.120967741935484;20;0.161290322580645;0;0;0.3;76;0.3;0;1;1;0
Moussa Diarra;;France;24;185;Deportivo Alaves;22;63;3886;61.6825396825397;1;0.0158730158730159;3;0.0476190476190476;9;0.142857142857143;0;0;0.1;83;1;0;0;1;0
Abde Rebbach;;Algeria;26;176;Deportivo Alaves;21;30;1078;35.9333333333333;1;0.0333333333333333;0;0;2;0.0666666666666667;0;0;0.8;67.3;0.3;0;1;0;0
Asier Villalibre;;Spain;27;184;Deportivo Alaves;9;111;3581;32.2612612612613;12;0.108108108108108;5;0.045045045045045;1;0.00900900900900901;0;0;0.9;64.6;1.3;1;0;0;0
Luka Romero;;Argentina;19;165;Deportivo Alaves;20;40;979;24.475;4;0.1;0;0;3;0.075;1;0.025;0.5;90.2;0.2;0;1;0;0
Fernando Calero;;Spain;29;183;Espanyol;5;102;7521;73.7352941176471;1;0.00980392156862745;1;0.00980392156862745;21;0.205882352941176;1;0.00980392156862745;0.2;83.6;1.5;0;1;1;0
Joan García;;Spain;23;191;Espanyol;1;15;1277;85.1333333333333;0;0;0;0;1;0.0666666666666667;0;0;0.1;66.9;0.5;0;0;0;1
Alex Král;;Czech Republic;26;187;Espanyol;20;152;10737;70.6381578947368;2;0.0131578947368421;7;0.0460526315789474;14;0.0921052631578947;0;0;0.8;76.1;1.1;0;1;0;0
Javi Puado;;Spain;26;177;Espanyol;7;92;5785;62.8804347826087;15;0.16304347826087;3;0.0326086956521739;10;0.108695652173913;0;0;1.4;79.5;0.5;1;1;0;0
Marash Kumbulla;;Albania;24;191;Espanyol;24;110;7497;68.1545454545455;5;0.0454545454545455;0;0;26;0.236363636363636;2;0.0181818181818182;0.4;85.9;1.8;0;0;1;0
Carlos Romero;;Spain;23;;Espanyol;22;19;1125;59.2105263157895;1;0.0526315789473684;1;0.0526315789473684;4;0.210526315789474;0;0;0.6;73.2;0.3;0;0;1;0
Omar El Hilali;;Morocco;21;183;Espanyol;23;17;1133;66.6470588235294;0;0;0;0;5;0.294117647058824;0;0;0;73.4;0.9;0;0;1;0
Jofre Carreras;;Spain;23;175;Espanyol;17;15;790;52.6666666666667;2;0.133333333333333;3;0.2;3;0.2;0;0;0.9;75.5;0.1;0;1;0;0
